Text,Cat
The train doesnt seem to follow the tracks good and it took only 1 day for the train to break.,arts crafts
"These are excellent support gloves. They cover all of my finger joints. Be sure to measure your size on the chart next to the picture for best fit. Mine fit perfect, but I can not wear them all day because of chaffing in bewteen index finger and middle finger where the finger webbing comes together. Other than the irritation, it is a great glove to keep swelling down. It is also ok to type with. I would recommend this to a friend. I have hand washed mine and dripped died it and it fit the same, plus it smelled beter. Another draw back is when you first get the gloves, over a few days they will start to smell a little,I have kept mine clean and dryed, and contrubuited the funny smell to the newness of the glove. I have washed the gloves since then and I have not experienced any problems. When I put my gloves on I can immediatley fell the joint swell. The gloves will bring the swelling down because when I remove the gloves I could feel the joints going swelling back. So at first the gloves push the swelling back and keeps the sweliing down until the gloves comes off. I use mine to keep the multiple gangloin cyst that riddle my joints from swelling. I would also like to mention the glove does a good job in supporting the wrist joints-My 2 cents-Drema",medical supplies equipment
i bought these blocks thinking they were going to be like the one's i had when i was a kid. no such luck. only 8 of the 40 blocks are what i'd even classify as jumbo. 24 of the blocks are about the size of a box of checks. the set we bought as kids from The Learning Store was much more durable. i am disappointed in Melissa and Doug for misrepresentinig the item; they're usually pretty good. don not recommend at all. of course i paid full price for the item...now its $14.99 great.,building toys
"This is a very large bed for that very large dog. It is reversible, denim on one side and white on the other. the bed is only an inch thick but my dog seems to be very comfortable sleeping on it.",dogs
"Broke in one week, amazon replaced. Better buy is the petsafe yard 400 with rechargable collar and handset.",dogs
"Kleenex Extra Large Tissues are not available in the local stores, impossible to find. I sent a case to a friend and have scheduled another shipment in May.",household supplies
"I got the Jumbo hide a squirrel for my german shepard for christmas, and he likes it. He likes to pick up the log part and swing it around to see if the squirrels will come flying out. Every now and then, I also find a stray squirrel hidden in my bed too. haha",dogs
This popcorn is our family favorite. The oil and salt add the perfect level of seasoning. It comes out great everytime and nearly every kernel pops. The very best for family movie nights!,snack food
"I have no clue how these taste, but my German Shepherd is crazy in love with them. 'Xena' seems to be much improved in the hips area also. She had trouble with stairs and jumping in general, but is pretty much back to puppy-status after a few months of eating these.I have to take Xena's word for it, these things work.",dogs
"When Ben (10 years old) opened this gift for Christmas, he was able to start enjoying it right away. It is simple to use and very durable. It is neat that there is a light on the top as well as the bottom so that opaque items can be seen up close as well. Within minutes Ben and his siblings were fascinated by checking out paper with print on it, hair, an onion peel, and more. My only suggestion might be to include more by way of prepared slides. However, it is also good for them to make their own and have their own ideas, too. Plus, the price was an absolutely fantastic value.",learning education
My Maltese hates to let you look at his teeth but he loves to let you clean his teeth with these dental wipes. He loves the flavor and licks them constantly as you are cleaning his teeth and lets you do it as long as you let him lick the pad. I bought him the tin of mints but couldn't get him to eat them so I am sticking to the pads. They are a good price as they are hard to find as not all places carry them.,dogs
"I bought this for my 3 year old and he loves it. So does my 6 year old and his friends, and my 9 year old and all of her friends and my 12 year old and all of his friends. Needless to say it is a huge hit. We also bought the 22"" hopper and there is hopping all over my house. Everytime I turn around they are hop, hop, hopping. In an age of video games and 24 hour cartoons, it is a huge releif to find something the kids can do inside that keeps them moving and not out of control. The only down side of this one is that it was misshaped. The 22"" hopper was fine, but the 18"" looked like it was warped. I don't think my kids have noticed and it doesn't affect the way it works. Purely cosmetic. I highly, highly highly recommend this hopper.",sports outdoor play
This product is by far the most tasty and delicious jerky one can find. However I think its been sitting in an Amazon warehouse too long and taste stale. I would buy it at the grocery store but all of them have stopped carrying the turkey in the Dallas area.,snack food
"I love it, and my son does too. It is quite loud -- I could maybe replace the motor.... But he runs it for 20 minutes as he's falling asleep, and the noise level seems to be ok for him. The solar system shuts off after 20 minutes and the moon shuts off after 30 min, so it works well as a pre-bedtime thing. When I saw the photo on the box, I assumed it went over the room lamp, but it doesn't. You need to drill two holes in the ceiling to mount it (really one would do). Also, I recommend using the next size up drill bit -- 3/8"". I bent the (cheap) toggle bolt trying to install.",learning education
"Shady Maple sets the bar for all syrup. Superb flavor. Organic methods. 100% maple syrup, no garbage. Absolutely outstanding. I am so sorry it is now out of stock!!!",cooking baking supplies
"Just like I remember from the 70's! My 11 and 8 year old boys are enjoying it a lot. It is not very messy (doesn't splatter)and makes very cool pictures! One complaint-not a lot of paper included, but it seems to be about the same thickness as cheap posterboard, so I will use that as a refill.",arts crafts
"I bought these for my son for Christmas. I like the toy, however, he seems to be so interested in trains at the moment that he has not even stopped to look at the blocks. However, I feel confident that he will if I am patient and play with him with the blocks. He is only 2. I am very happy with the quality of the blocks. I sure wish that the blocks had some kind of bin to put them in. The box is not adequate.",building toys
These are supposed to be one of the super foods. We eat them right out of the package and put them in smoothies. This is a very high quality product at the best price I found. Try them!,nutrition wellness
"This is the best Lego thing ever! Before I saw this, I thought that Legos were just blocks of plastic that you put together, then take down. I was wrong! This is so much fun ( the best part is messing up the characters.). It was a lot smaller than I imagined when it got put together, but it is good because if you have other Legos, you can sort of add parts to it (so far I have made a house for Ron, a bed for Hermione, and a chair for Harry.). The only thing is that when you have made the table and chairs and you make your characters sit down, it is really hard to pick them back up without picking up the chairs and part of the floor too!",building toys
"It was very hard to find a toddler Rocket and this one was in several different catalogs, however Amazon had the best price. My son loves this with it's sound effects and lights. And the space vehicle is really neat. I would definetly recommend this toy to parents.Even my teenager likes it!!",learning education
"I got this puzzle for my 5 year old son who really wanted a 100 piece puzzle. I was worried because allot of other puzzles with that many pieces are to small and fall apart when you put it together. This puzzle has larger pieces, made very well and durable. Like most of Melissa & Doug items, this is a great one.",puzzles
"My 15 month old son received these as a gift and he and his six year old brother just love them. My 15 month old spends a lot of time putting them together and taking them apart while my six year old gets more complex in his building of solar systems, trains, space stations and more. They are colorful and durable. As a mom, the feature I like most about them is that the magnets are INSIDE the blocks and not stuck on the outside somewhere to possibly be pulled off or to fall off as my 15 month old is very rough on toys and sticks everything in his mouth. Well worth every penny.",learning education
"For the past 20 years, I've had planted aquariums, ranging from 10 gal to 50 gal. In the past, I tried hang-on filters, canister filters, etc, and annoyed with all the noise and the extra work they seem to create, I started using Fluval internal filters years ago and love them.A planted tank's CO2 levels (needed for good plant growth)can easily be depleted with filters that agitate the surface water. I have Fluval 1s up to the Fluval Plus 4 in all my tanks. If you have lots of plants and not many fish, these are great filters. They are extremely quiet and reliable. My big tank is in my guest room, and my guests don't notice the filter noise. Being in the country, my electricity goes out frequently for short periods of time -- the filters start up just fine once it goes back on and I have never lost any fish.Since I have a light fish waste load, I only need to clean the filters about 4-6 times a year, using water pulled from the aquarium so I don't damage the biological bacteria. I pack my filters with foam and bio balls, and if necessary for a short time to polish the water after moving plants, I use a poly pad. Used in the right circumstances (i.e. light to medium fish waste and filtering needs), these filters are hard to beat.",fish aquatic pets
My daughter loved this product. She used it over and over again. I wish they would create a product that had numbers from 21 to 100. Highly recommended for children with Autism or speech delays.,puzzles
These beds are really cute and soft. They wash wonderfully and my dogs absolutely love them! They also arrived promptly. Excellent!,dogs
"Lego Make & Create Caf&eacute; CornerThis is a very sturdy toy and requires a significent amount of concentration to complete, therefor, very good for the preteen to teen.",building toys
You have to plug it in and you also have to use it on a flat surface but it works pretty well.,household supplies
This is a great puzzle! I am an Activity Director in a Dementia Unit. This is great to use right on the table for a group of residents. Some of the residents can sort the pieces by color and some pick the edge pieces to help with putting the puzzle together. The pieces are large enough for them and the picture is great for adults or children.,puzzles
I love this product. Cleans well and makes the house smell great without leaving a scent on the dishes. Plus it requires half the amount of detergent s other brands.,household supplies
"I bought this for my oldest son (he's almost 4 now) when he was about 18 months old. I now have a 23 month old and they fight over this EVERY day! It's held up to being thrown, sat on, stood on, drooled on, and many other things! :o) I am getting a 2nd one for my 23 month old just so I don't have to break up any more fights!",arts crafts
"My boys, ages 12 & 10 love this! They built it quickly, but this is a Lego set that they have actually spent a lot of time playing with one it was built.",building toys
"Great toy! Liked the the back light, easy to play.The best one of this kind found on line.",puzzles
"A very delicious treat for all our party guest who asked for more. Serve with coffee, ice cream or just by itself. Easy to get through the Amazon connection.",snack food
"I bought this for our 5-year-old grandson for his birthday, and it is one of his favorite toys ever. It encourages creativity and imaginative play, and I can see that he'll enjoy it for many years. It seemed pricey, but is definitely worth it--deceptively simple. I wish there were more depictions of projects included.",building toys
Frankly speaking I am not sure how to rate it. And here is why,medical supplies equipment
URGENT,nutrition wellness
"The Cherry Berry snacks from Sensible Foods are my new favorite food on the go. I've taken them on road trips, shared them at the office, and even gave them as stocking-stuffers this year. I find them delightfully sweet and crunchy, which is perfect for my typical snack craving. The powder at the bottom of the bag doesn't bother me, but I can understand the frustration some folks have voiced; if you get it on your hands with any moisture at all, it can stick. I always have little hand wipes in the car or in my purse, so it hasn't caused me any trouble. I highly recommend this product as a healthy alternative to candy, and I'm looking forward to trying other flavors.",snack food
"I needed a nail kit to take care of my Mother's nails. She is aging and is becoming unable to take care of her own nails. I don't trust myself to use nippers and such on another person. After looking at a number of nail kits, I chose this one based on price, tools included, size and portablility (I liked that it was battery and I could use it anywhere.) I am very pleased with my purchase. It arrived quickly and does exactly what I needed it to do. It has plenty of power and we did her nails in no time and they looked really good. It's not a sexy little nail spa, but it is a perfect little nail kit. Now I'm going to get one for myself.2-21-13 UpdateI am still using this original unit for my Mother's nail care and the second one that I bought for myself. I read some of the reviews about the power and I would say that the unit is designed to stop if you press too hard against the nail. It may take a little longer, but if you let the tool do the work it will limit the risk of burning yourself or someone else. I appreciate this feature, because I use it on another person. I follow the 3 second rule on my Mother and keep the tool moving, so I don't burn her. Also, it will slow down or stop more easily when the batteries need changing. With regular use of this kit we have returned her nails to healthy. I have used this kit once a month since my original review in 2008. It still works well and the tools have not worn down. When something does happen to this little kit, if it's still available I will buy another one.",medical supplies equipment
"The Medline Bathtub Bar is easy to install, and it is sturdily constructed. It is a wonderful solution to the needs of a Senior Citizen who is a little unsteady when getting in and out of the tub.",medical supplies equipment
"I just had heel surgery and working with crutches isn't easy, especially when I want to take my daily shower. This bench is not only very sturdy, it also stay put on the floor so I don't slip in the shower and hurt myself. It's a life saver!",medical supplies equipment
"This omega 3 product is awesome! While other products claim no fish burps, this one delivers! It has a great orange taste, and NEVER tastes fishy! I use it straight from the packet, but suspect it is good mixed in orange juice also.",nutrition wellness
This is a good basic dog toy. Heavy duty - this will last a while...,dogs
"Doesn't seem that many of these sorts of devices work for very long. The Petsafe Little Dog Remote trainer is no different. The transmitter works via a 9V battery while the collar unit works on a couple of button batteries. The unit works ok but the battery life goes down the drain in only a few days. If you forget to turn the collar off, you'll be faced with dead batteries in a short time.This is unacceptable because the collar unit, while not even being used to administer the slight electrical shock, runs down the battery quite quickly by just being on.The unit failed to function in less than a year. Not recommended.",dogs
"This stuff just doesn't work! I got this for my dad to try after seeing it advertised everywhere (tv, fliers inserts). My dad has fine hearing but wanted to be able to 'boost' sound for tv, phone conversations, etc. For $16 you get the ear piece with spare batteries and brush. I tried it on myself to see how well it works.. no surprise, it doesn't. It has crappy construction and is very inconsistent. You do hear amplified sound from your surroundings but in a muffled kind of way (kind of like when you plug your ears and hear yourself talk). The volume dial doesn't always work, sometimes it turns volume up, but other times nothing happens. Occasionally meddling with the dial produces a sharp, high pitch sound which cannot be good for your hearing. This looks more like a toy than a real hearing aid, but what do you expect at this price. Still I didn't expect the product to be harmful to your ears. Even with a refund, I'm still out the s/h fee. This stuff can be hazardous and should really be banned!",medical supplies equipment
my 7 year old sons has been enjoying this since Christmas. It's teaching him to be patient and not rush through it. The bones are fragile so it can't be something that is done quickly. He is enjoying finding the new and different bones and trying to figure out what part of the dinosaurs body they belong to. I recommend this.,learning education
"If you use natural peanut butter, then this mixer is a must have! Initially, it takes awhile to get the peanut butter mixed but if you use it often it doesn't take as long in subsequent uses. The mixer definately cuts down on the mess of mixing peanut butter. The paddle really does come out clean!",cooking baking supplies
"I've just started eating these in the last 3 days. I've tried several of bars and found most of them too awful to finish. This includes some of the other Luna Bars (s'mores, lemon) and a couple of the CLIF bars as well. What I like about Nutz Over Chocolate is the fact that the taste is relatively mild and pleasing, and the texture is easy to handle and eat (not too crumbly, not to gross-looking, not unpleasant once they are in your mouth).Aside from the fact that they are ""made for women"", and I'm a guy...I really can't find anything negative to say about them. Best part? I get a good 2-3 hours of feeling full on a consumption of only 170 calories. I guess we'll see, but I have a feeling that I'll really grow to love them over time. That's my beef with a lot of these diet products...they don't have to ""taste great"", but if you can make them nice and mild like this particular flavor, they go down easy and get the job done. In this case, since the taste is somewhat pleasing as well, that's a bonus. I'll be recommending them to my friends.",nutrition wellness
Good quality and very comfortable. You can use them every day and you don't eve notice.,medical supplies equipment
"This tissue isn't the best, but it is priced well and absolutely acceptable for everyday office use. We started purchasing this product after getting tired of sending staff out to the store every week to purchase paper products for the office. Our company is very busy and we just don't have time to use staff hours to grocery shop! We use Amazon Prime all the time, so I set out to find a bath tissue that could be shipped to the office using our free shipping. I chose the Scott brand tissue because it was the best product at the best value.Now we use Subscribe and Save to have this product automatically shipped to our office once every month. So, overall, five stars for convenience, appropriateness and price...",household supplies
love these bite sized pretzels. can't find them in the stores in northern michigan. thanks goodness for amazon.,snack food
"This game was purchased for our son for Christmas. It is pretty durable, but harder than it looks. We got several different varieties of rubiks cubes for presents thinking that it would be a solitary game for the kids to play when mom needed some quiet time. The only person that seems to care that they are messed up is mom! On the durability note, this one doesn't have stickers to take off and the pieces don't pop off (trust me she has tried!) But if you want a brain teaser this is your game!",puzzles
"My son is almost 3 and just got a little brother a few months ago and it is great! Feel better frog is just adorable sneezing when you hold the tissue to his nose and very polite, thanking you too! It really is a great idea (feeding etc...). You might be surprised how much they will mimic you!",learning education
"This product arrived well packed... it came cardboard backed, plastic/shrink wrapped and inside a box, so I recieved a large box and inside were many small boxes, and inside that was the shrink wrapped little bottles of wisk. The problem is that even with all that packaging these little bottles still leaked. Amazon had no problem sending the replacements, I just wish I fully read the email they sent, they told me not to send the wisk back oh well.The product is okay, a bit drippy and sticky, seems no matter how careful you try to be you still spill a bit, but, in the end it's just laundry soap. I'll finish up this stuff and go back to what I normally use.",household supplies
"Smart Pop tastes good but it's not good for you. It contains palm oil which is one of the cheapest vegetable oils on the market. The World Health Organization states there is convincing evidence that palm oil consumption contributes to an increased risk of developing cardiovascular diseases. The fine print on the Smart Pop package says that the palm oil adds an amount of trans fat to each serving. They do not specify the actual amount other than to say that it's a ""trivial"" amount. No thanks!The FDA says ""Choose vegetable oils (except coconut and palm kernel oils) and soft margarines (liquid, tub, or spray) more often because the combined amount of saturated and trans fats is lower than the amount in solid shortenings, hard margarines, and animal fats, including butter.""",snack food
I have just started using this product and it seems to be working in controlling the tearing.I know my sister's vet recommended this product for her dog and she is using it too.,dogs
"These banana chips definitely have a nice flavor to them but have far too many calories and are loaded with saturated fat. The bags are small (could easily be eaten in one sitting) and contain a whopping 600 calories and 30 grams of artery-clogging saturated fat. For comparison sake, a McDonald's Big Mac has the same amount of saturated fat as one serving of banana chips (each bag contains three servings). I'm definitely disappointed I purchased this product.",snack food
"These crackers are delicious for snacking, topping, dipping, etc. They are light and crispy with a buttery taste. The flax seeds and whole wheat give them an edge taste-wise over other snack crackers, but they are only ever so slightly more wholesome. I served them with cheese balls during the holidays, and everyone who tried them liked them. I didn't find that I had much breakage in each package, but I also got a case with an expiration code three months out.",snack food
"I went to many stores, from Sharper Image to Best Buy to Circuit City to Radio Shack and a few online spots to find the CR2025 batteries for my clock radio remote and air conditioner remote. The stores either did not carry the exact battery type or wanted over $6 per battery. When I checked Amazon, the Energizer battery ECR2025 was available for less than $4 for two. I was concerned if ECR2025 was the same as CR2025; I took a chance, and they turned out to be the same, so the E probably just stands for Energizer. The batteries have been working fine because the remotes work fine. This was the best deal for this battery. Delivery was free because I bought the batteries along with something else from Amazon. Amazon seems to carry many things with excellent prices, and the free delivery is great.",household supplies
"I take fish oil to counter the affects of a skin condition called Rosecea. It makes the skin on my face very dry and red. But, if I take a high quality fish oil, and mind my diet a little, my skin doesn't flare up. I've been taking Wonder fish oil for about two weeks now and it works very well. It's reasonably priced, too.",nutrition wellness
"Muscle Milk's taste is far better than any other protein shake I've tried. The blueberry flavor is very tolerable, and it mixes readily with water. The chocolate tastes extremely chocolaty (which may or may not be a good thing for you), but it's tougher to mix. The chocolate appears to be a finer powder, and it clumps up more easily than the blueberry did.I will definitely purchase again, but I will probably go back to the blueberry flavor.",nutrition wellness
I give this sphygmomanometer a two because the gauge stopped working after taking 1 BP. This product probably would be of good quality and I'm really hoping that my experience was the exception.,medical supplies equipment
"I agree with the other reviewers. I could hardly see any 3-D effect. I read the instructions carefully and followed every step, but still I don't get the point - wearing the glasses only makes the images harder to see, not to mention any stunning 3-D effects. I'm so disappointed and will try to return it.",learning education
"These are one of my favorite flavors of Luna bars. What I love about Luna bars is that they are packed with vitamins, minerals, and herbal supplementation and they taste great. They are also made with organic ingredients, and they are made especially for the nutritional needs of women. The S'mores flavor has a great, rich chocolate topping/coating and it seems that sometimes they have a hint of coconut flavor(that could be my imagination), which reminds me of a macaroon cookie or an Almond Joy bar. They don't taste much like an actual s'more like you'd have around the campfire, though.The only reason I didn't give them a 5-star rating is that the bars are quite high in carbohydrates and don't have as much protein as I'd like. However, if you are looking for a snack or something to control those cravings, these are a far superior option to candy or cookies, they're nutritious, have less than 200 calories/bar, satisfy, and they do taste good.",nutrition wellness
My daughter (just turned 3) loves this puzzle. She has learned her planets and gets better each time putting more pieces together. One of her favorite toys from the holidays! I highly recommend it!,puzzles
"This seems to be the only OTC water pill that works, and it's hard to find in local drugstores. Nice to be able to order it on-line from one of Amazon's partners.",nutrition wellness
"My dog is very choosy about her ""babies"", and she really loves this one. She takes it outside with her every time she goes out to use the bathroom. She loves to chase squirrels, rabbits, etc. so she really likes this toy because it looks so real.",dogs
"Not only is this easel high-quality affordably priced, it is made with real wood and uses sturdy plastic trays that are easy to clean. It's also colorful and nice enough to leave open all the time. It has two sides, so two children can use it at the same time, and the chalkboard works great (meaning it doesn't have a waxy feel and the chalk actually sticks to the board). Sometimes toys are so ugly that you want to get them out of the way as quickly as possible, but we are proud to display this in our home, and our son loves having easy access to it. He's only two, so I would add that if your children is under three and can draw, they will love this.A few suggestions",arts crafts
"I was excited to use this product especially after reading the wonderful reviews. I am sorry that I have to write a bad review, but I just couldn't handle it for some reason. I started the cleanse this morning and had a terrible time gagging down the fiber. Each time I swallowed some, it came back up. So I bought some fiber from the store (breaking the rules, but it was worth it to not have to experience the fiber concoction again.) That made it so much easier. This afternoon, around lunch time, I started to get a headache. I assumed it was from the fast and decided to stick it out until my body got used to it. Then my stomach started progressively getting more and more uneasy and my headache so much worse. A couple hours after my dinner set of pills, I threw it all up. (It tastes even worse coming UP!) I was disappointed because I really wanted this to work for me. Immediately after I threw up, my stomach felt better and my headache started going away and now I feel TONS better. It just didn't agree with me. I wish it did.",nutrition wellness
"These are excellant in flavor, but the packaging implys it contains almonds which it does not....it contains almond flavor",breakfast foods
"These are great-tasting snacks. They taste a lot like the peanut-flavored Clark Bars that have been around for a long time. We have been buying them for years; however, Wal-Mart, Target and Kroeger's have all stopped carrying them, so I was happy to find them on Amazon.",nutrition wellness
"This thing is great. Our vent was not totally clogged, but was stopped-up enough that we were blowing thermal fuses at the exhaust vent in the dryer, and clothes needed two and a half dryer cycles to dry.We've got a 21 foot horizontal vent run with at least three 90 degree elbows in it. We set up a leaf blower inside, blowing out. I hooked up the Linteater to my portable drill and ran seven rods in from the outside. What a mess came out of that vent tube, but the tube looked about like new after we were done with it.It's probably cleaner to use a shop-vac at one end to suck up everything, but we don't have one so the leaf blower worked fine but was messy at the exit. There are lint bags available for this too that might have helped quite a bit without the shop-vac.The flexible rods are great and everything worked exactly as advertised and as demonstrated in their DVD video that comes with the product.",household supplies
There's no other on the market as good as this. I've ordered it many times. My family wouldn't settle for anything less. Simply the Best.,snack food
"My wife and I are trying to stay as eco-friendly as possible, so we try to get as ""recycled"" as we can with our products. These tissues work fine for us--we like that they are made from recycled paper and not bleached using chlorine. They are not Puffs with lotion, but they are soft enough (and sturdy enough) for our needs. We've looked into Seventh Generation as a company and they appear to be a true ""green"" company.We buy them in bulk to minimize packaging and they last as long as other brands. I'd recommend them.",household supplies
"Kids love the pockets to keep their pens in. Desk top could be a little sturdier, can see it giving in before long. Kids enjoy using it in the car to draw on though and again, the pockets are great to keep their stuff from getting lost.",arts crafts
These are really good. The flavor and texture reminds me of a Snickers Bar. I will definitely be ordering more of these.,nutrition wellness
"The product we bought, ""fuel cell, car and experiment kit"" is a great educational product.It is not only a toy, it is an educational product that deals with shaping up a youngster's future maybe.For the learning it provides, it is not expensive. Amazon.com is a great site with great service.We think this ""toy"" should be in every parent's shopping bag!(we work for a university and will use this ""toy"" for demonstrations to middle and high school students). It is the future of our students we are concerned about!",learning education
This makes a perfect breakfast food. The protein really holds you over. I eat one every morning and then go work out for an hour and I'm still not hungry again til about 1:00.The flavor of this particular bar is very good as well. The dark chocolate chips and tart cherries are a good mix and it's just sweet enough without being too sweet. This is my favorite Kashi product!,snack food
"I was going along fine with pregnancy until they gave me the prescription prenatal which had parabens and dyes in it. Don't know why they add that stuff when it's not necessary. I started getting sick and decided to order these. I took them all through the first and most of the second before they decided to try a prenatal that had the ""stool softener"" in it. I wasn't having problems but figured soon I would. This prenatal actually made constipation worse so I again, switched back to Rainbow Light and all was better. All of our ultrasounds show a very healthy, very very active baby - why rock the boat? I am in my 3rd trimester and doing great. Only negative is that this vitamin may not have as much iron as the prescriptions - I just started an iron supplement of 325mg.",nutrition wellness
My French Bulldog LOVES this bed warmer! She gets very chilly in the winter and usually sits on top of the heater vent all day. With her new bed warmer she lounges happily in bed until her ears turn bright pink from the heat. She's in heaven!,dogs
"I somehow knew this thing would not stop the neighbor's dog from barking. I looked at this unit on-line several times, and each time decided not to buy it. One day I must have had a weak moment with that dog barking and Barking and BARKING... So, I thought I would give it a shot. Alas, I put it within 30' of the dog, 6' high and in direct line of sight. The unit appears to be functioning and sending out it's signal. Even on the ultrasonic setting, there is a slight audible 'click.' However, it has no effect on the dog. The dog still barks and barks and barks... Maybe it would work for your dog, but it did not work for mine.",dogs
"Hey, they are just snack bags ... what could be wrong with them?The carton arrived with each of a dozen boxes unopened...- a good deal, in my opinion!",household supplies
"We were going through a lot of AA batteries with all of the remote controls, electronic devices, and cameras. Bought the first set for a digital camera that was gobbling up alkaline s.These worked so well, we bought several more sets to replace all the alkaline batteries as they go dead.",household supplies
"Product is very accurate and easy to use! Keeps a nice record of previous readings, and keeps track of readings for more than one person. Small and easy to travel with, nice storage box!",medical supplies equipment
Once we figured out that you needed to add a teaspoon of water to the gumbase before you microwave it it was a lot of fun. The instruction say to pour off excess water but neglect to tell you to add water in the first place. My son and his freids had a blast making their own custom gums. I had to help with the kneeding process but over all I think it's a great product for kids who like their gum. You can substitute splenda for the powdered sugar if you want to make sugar fee gum too.,learning education
"I am truly surprised to see all the 5 star reviews here for these Zoe's Chocolate Delight bars. They just don't taste good at all to me. There is something ""off"" about the taste. The chocolate doesn't really taste much like chocolate at all -- I'm not sure how to describe it. In addition, there is an aftertaste that other people have mentioned they noticed in Zoe bars. Even taking into account that they are designed to be lower in refined sugar and higher in fiber, they are still quite bland and could use more sweetness. In no way do they taste even close to a candy bar like other protein bars can. I am a major connoisseur of the lower-sugar, lower-calorie, higher-fiber protein bars, and I have to say that Zoe's bars rank last in my opinion. I have had many other bars with the same approximate amount of sugar and number of calories that were all sweeter, more filling, more satisfying, and simply taste way better all around. Three of my favorites that I would recommend",nutrition wellness
This toy is fun to look at once you have placed all of the pegs in it does tend to get a little boring placeing them in but the reward is in the finished product you can make the light flash rotate from corner to corner top to bottom and a couple others. My 5 year old daughter goes to this toy when she wants quiet time with me and we learn the fisrt letter of each color she has them all down now.,arts crafts
Could not find this toy anywhere else. It lasts forever and is easy to carry around. aaGreat gift,arts crafts
These have a marvelous taste and are not rock hard like many pretzel nuggets are.,snack food
"Like any fully conscious person with a conscience, I have concerns about my health, my body, and the health of the environment. So, the thought of responsibly grown 100% cotton, bleached with a method free of dioxin as a byproduct, was definitely appealing. I swallowed the extra expense, thinking these just had to be better. Well, sadly, I found the absorbency a bit lacking, and I do NOT have a heavy flow. It was irritating that the tampons would begin leaking, forcing me to change them only to find they weren't completely saturated. All of the frequent changes irritated me setting off a chain of yeast infections. You might not like reading this review, if you were interested in purchasing Natracare; but I must tell you all hope is NOT lost! There really is a better way! If you really care about your health, and the health of the environment, try a Diva cup. It's truly everything that these tampons were not, and them some. You might think you have to make some sort of sacrifice to help the environment, but I will tell you reusable menstrual cups are not only more responsible, but also more convenient for you. Why pay someone in a foreign country to break their back raising organic cotton so you can pay a fortune for the priveledge of bleeding all over it and then send it to the landfill where it will take who knows how long to break down? In posting this review I'm only trying to help someone who shares my concerns about tampon safety, and who might not otherwise hear about menstrual cups for several more years, if ever in their lives. The only way I found out about them, you see, is because another tampon reviewer mentioned it in her review, and I'm thankful she did. It has changed my life for the better. BTW, Amazon also sells Diva cups. Read the reviews.",nutrition wellness
I really really really like the smell of Cheer. It's kind of a problem for me.,household supplies
I bought this to use when I came out of my cast after a ruptured achilles repair operation. I can't speak highly enough of it. It provides amazing support for walking around without your shoes (which most likely have a riser added to the affected foot). It's comfortable and the removable riser also serves as an ad hoc riser for other shoes which don't have the standard riser added.,medical supplies equipment
Love this for my glass top stove. Cleans good. Received this product in good time,household supplies
"My 6 yr. old twins were very excited to receive this for their birthday and get to decorate their room. It was a great tool to use to have a discussion about the planets as we blew them up. (Which took about 1/2 hr using the included foot pump). I appreciated the included booklet for additional information about the planets, but only wish it was a little bit more kid friendly. After we took time to blow them up and then hang them, it was only a few hours later that three of them lost air. Needless to say, despite the fact that they come with patches for fixing them, I wasn't happy to have to do this just after receiving them. Overall a nice toy idea, but a little dissapointed with the lack of sturdyness. - Victoria",learning education
"I thought that this was a great deal, especially for the amount that came in the deal.",snack food
"Doesn't say on the product page, but the peanut butter bars are dipped in Chocolate. FYI for those who can't have Chocolate like myself. Gave 'em away.",nutrition wellness
"My daughter is 7 and absolutley loves it, before I bought this for her she would use all my printer paper, now I don't worry. This bring out her love of art and keeps her busy from getting into things.",arts crafts
"My daughter loves to play with this toy. She's only 6 months old, but she likes the sounds it makes and she is starting to sit up by herself and she also uses it to hold herself up.",learning education
"After just one bite, I was completely sold on this bar - it is PACKED with pieces of pistachios and cashews, has a sweet (but definitely not overly sweet) flavor from the dates, and has a nice, chewy texture. Overall, a very pleasing experience for my taste buds - all while nourishing my body, as well!Do not let some of the nutritional information (i.e. the fat and sugar contents) scare you - pistachios are an excellent source of protein, Vitamin E, potassium, magnesium, iron, phosphorous, and zinc; the cashews contribute iron and zinc as well, plus heart-healthy oils and Vitamin B6. In addition, the dates are a good source of Vitamins A, C, and B-Complex, plus iron and and magnesium as well. Even though the bar is only 51 grams, it is VERY satisfying and filling.Everything in this bar occurs naturally - no chemicals, artificial ingredients, or trans-fats here! In fact, the bar contains just three ingredients",nutrition wellness
My kids all loved this and it sparked their imagination. They were able to follow the instructions easily and with minimal adult supervision. I plan to buy the other 2 for them as well.,learning education
as I have had many surgerys in the past 2 months and it was great to be able to buy everyday things on amazon and to get them so fast,household supplies
Keeps my energy going on my 2 hour runs and not bad tasting......kind of like honey.,nutrition wellness
This has now become a mainstay in my daily skincare. I have very dry skin and it is now WINTER!!!,nutrition wellness
"This popcorn is fantastic - we use this one at work - No transfats,so it is the healthy option out there. Yes we miss the butter, etc but our arteries don't.",snack food
This is a fantastic pump. It pushes a lot of water and holds up very well over the course of time.,fish aquatic pets
"I use it in the fitness center for review, the ahhs and ous are review enough.",medical supplies equipment
"This product is pretty good for floor cleaning. It does not come with much cleaner so make sure to order or buy a bottle of the type you need. The only drawback is there are no rotating scrubbers when it uses the wet cleaner side. I have a friend with a different brand whos has the scrubbers and she says it picks up a lot. On the plyus side it is great to never have to whip out the old broom, dust pan and mop!",household supplies
